state,region,disease,year,cases,incidence_per_100k,population
Tamil Nadu,South,HIV/AIDS,2021,26747,32.16,83174316
Tamil Nadu,South,Measles,2021,97646,117.4,83174316
Tamil Nadu,South,Hepatitis B,2021,77759,93.49,83174316
Tamil Nadu,South,Diarrhoeal Disease,2021,67939,81.68,83174316
Tamil Nadu,South,Pneumonia,2021,76297,91.73,83174316
Tamil Nadu,South,Tuberculosis,2022,15221,14.02,108547105
Tamil Nadu,South,Malaria,2022,19375,17.85,108547105
Tamil Nadu,South,Dengue,2022,89134,82.12,108547105
Tamil Nadu,South,HIV/AIDS,2022,59046,54.4,108547105
Tamil Nadu,South,Measles,2022,60224,,108547105
Tamil Nadu,South,Hepatitis B,2022,9526,8.78,108547105
Tamil Nadu,South,Diarrhoeal Disease,2022,58112,53.54,108547105
Tamil Nadu,South,Pneumonia,2022,2013,1.85,108547105
Tamil Nadu,South,Tuberculosis,2023,72374,553.56,13074332
Tamil Nadu,South,Malaria,2023,82098,627.93,13074332
Tamil Nadu,South,Dengue,2023,98707,754.97,13074332
Tamil Nadu,South,HIV/AIDS,2023,14737,,13074332
Tamil Nadu,South,Measles,2023,54965,420.4,13074332
Tamil Nadu,South,Hepatitis B,2023,20809,159.16,13074332
Tamil Nadu,South,Diarrhoeal Disease,2023,79157,605.44,13074332
Tamil Nadu,South,Pneumonia,2023,20097,153.71,13074332
Tamil Nadu,South,Tuberculosis,2024,74149,83.85,88425382
Tamil Nadu,South,Malaria,2024,51306,58.02,88425382
Tamil Nadu,South,Dengue,2024,89673,101.41,88425382
Tamil Nadu,South,HIV/AIDS,2024,67043,75.82,88425382
Tamil Nadu,South,Measles,2024,64734,73.21,88425382
Tamil Nadu,South,Hepatitis B,2024,4872,5.51,88425382
Tamil Nadu,South,Diarrhoeal Disease,2024,93316,105.53,88425382
Tamil Nadu,South,Pneumonia,2024,22192,25.1,88425382
Telangana,South,Tuberculosis,2015,79323,1521.66,5212942
Telangana,South,Malaria,2015,28467,546.08,5212942
Telangana,South,Dengue,2015,75297,1444.42,5212942
Telangana,South,HIV/AIDS,2015,20371,390.78,5212942
Telangana,South,Measles,2015,57115,1095.64,5212942
Telangana,South,Hepatitis B,2015,88849,1704.39,5212942
Telangana,South,Diarrhoeal Disease,2015,69980,1342.43,5212942
Telangana,South,Pneumonia,2015,61172,1173.46,5212942
Telangana,South,Tuberculosis,2016,98267,159.53,61596177
Telangana,South,Malaria,2016,26692,43.33,61596177
Telangana,South,Dengue,2016,71716,116.43,61596177
Telangana,South,HIV/AIDS,2016,23866,38.75,61596177
Telangana,South,Measles,2016,27615,44.83,61596177
Telangana,South,Hepatitis B,2016,34808,56.51,61596177
Telangana,South,Diarrhoeal Disease,2016,59078,95.91,61596177
Telangana,South,Pneumonia,2016,59817,97.11,61596177
Telangana,South,Tuberculosis,2017,97932,366.68,26707845
Telangana,South,Malaria,2017,71681,268.39,26707845
Telangana,South,Dengue,2017,34450,128.99,26707845
Telangana,South,HIV/AIDS,2017,29214,109.38,26707845
Telangana,South,Measles,2017,32633,122.19,26707845
Telangana,South,Hepatitis B,2017,72207,270.36,26707845
Telangana,South,Diarrhoeal Disease,2017,98344,368.22,26707845
Telangana,South,Pneumonia,2017,38140,142.8,26707845
Telangana,South,Tuberculosis,2018,82610,67.6,122213129
Telangana,South,Malaria,2018,3926,3.21,122213129
Telangana,South,Dengue,2018,9303,7.61,122213129
Telangana,South,HIV/AIDS,2018,46634,38.16,122213129
Telangana,South,Measles,2018,89023,72.84,122213129
Telangana,South,Hepatitis B,2018,3612,2.96,122213129
Telangana,South,Diarrhoeal Disease,2018,77027,63.03,122213129
Telangana,South,Pneumonia,2018,34549,28.27,122213129
Telangana,South,Tuberculosis,2019,83721,107.92,77577306
Telangana,South,Malaria,2019,76954,99.2,77577306
Telangana,South,Dengue,2019,24702,31.84,77577306
Telangana,South,HIV/AIDS,2019,27383,35.3,77577306
Telangana,South,Measles,2019,43116,55.58,77577306
Telangana,South,Hepatitis B,2019,82898,106.86,77577306
Telangana,South,Diarrhoeal Disease,2019,58058,,77577306
Telangana,South,Pneumonia,2019,94665,122.03,77577306
Telangana,South,Tuberculosis,2020,50277,54.73,91866089
Telangana,South,Malaria,2020,25269,27.51,91866089
Telangana,South,Dengue,2020,10936,11.9,91866089
Telangana,South,HIV/AIDS,2020,81107,88.29,91866089
Telangana,South,Measles,2020,61087,66.5,91866089
Telangana,South,Hepatitis B,2020,45172,49.17,91866089
Telangana,South,Diarrhoeal Disease,2020,32632,35.52,91866089
Telangana,South,Pneumonia,2020,23324,25.39,91866089
Telangana,South,Tuberculosis,2021,68572,94.26,72746837
Telangana,South,Malaria,2021,30272,41.61,72746837
Telangana,South,Dengue,2021,4772,6.56,72746837
Telangana,South,HIV/AIDS,2021,17970,24.7,72746837
Telangana,South,Measles,2021,44675,61.41,72746837
Telangana,South,Hepatitis B,2021,83302,114.51,72746837
Telangana,South,Diarrhoeal Disease,2021,46916,64.49,72746837
Telangana,South,Pneumonia,2021,55088,75.73,72746837
Telangana,South,Tuberculosis,2022,76237,87.1,87531283
Telangana,South,Malaria,2022,89925,102.73,87531283
Telangana,South,Dengue,2022,81553,93.17,87531283
Telangana,South,HIV/AIDS,2022,54965,62.79,87531283
Telangana,South,Measles,2022,8532,9.75,87531283
Telangana,South,Hepatitis B,2022,85530,97.71,87531283
Telangana,South,Diarrhoeal Disease,2022,14253,16.28,87531283
Telangana,South,Pneumonia,2022,8815,10.07,87531283
Telangana,South,Tuberculosis,2023,50754,41.22,123132650
Telangana,South,Malaria,2023,14506,11.78,123132650
Telangana,South,Dengue,2023,93131,75.63,123132650
Telangana,South,HIV/AIDS,2023,6825,5.54,123132650
Telangana,South,Measles,2023,51419,41.76,123132650
Telangana,South,Hepatitis B,2023,64383,52.29,123132650
Telangana,South,Diarrhoeal Disease,2023,54986,44.66,123132650
Telangana,South,Pneumonia,2023,50644,41.13,123132650
Telangana,South,Tuberculosis,2024,32320,88.52,36512174
Telangana,South,Malaria,2024,51630,141.4,36512174
Telangana,South,Dengue,2024,15842,43.39,36512174
Telangana,South,HIV/AIDS,2024,72068,197.38,36512174
Telangana,South,Measles,2024,82663,226.4,36512174
Telangana,South,Hepatitis B,2024,76142,208.54,36512174
Telangana,South,Diarrhoeal Disease,2024,48836,133.75,36512174
Telangana,South,Pneumonia,2024,19850,54.37,36512174
Tripura,Northeast,Tuberculosis,2015,76521,384.4,19906627
Tripura,Northeast,Malaria,2015,68994,346.59,19906627
Tripura,Northeast,Dengue,2015,38340,192.6,19906627
Tripura,Northeast,HIV/AIDS,2015,35465,178.16,19906627
Tripura,Northeast,Measles,2015,47889,240.57,19906627
Tripura,Northeast,Hepatitis B,2015,46924,235.72,19906627
Tripura,Northeast,Diarrhoeal Disease,2015,69489,349.07,19906627
Tripura,Northeast,Pneumonia,2015,35706,179.37,19906627
Tripura,Northeast,Tuberculosis,2016,916,0.99,92898827
Tripura,Northeast,Malaria,2016,30377,32.7,92898827
Tripura,Northeast,Dengue,2016,44117,47.49,92898827
Tripura,Northeast,HIV/AIDS,2016,25542,,92898827
Tripura,Northeast,Measles,2016,4668,5.02,92898827
Tripura,Northeast,Hepatitis B,2016,57474,61.87,92898827
Tripura,Northeast,Diarrhoeal Disease,2016,71261,76.71,92898827
Tripura,Northeast,Pneumonia,2016,94658,101.89,92898827
Tripura,Northeast,Tuberculosis,2017,32065,153.15,20937506
Tripura,Northeast,Malaria,2017,71604,341.99,20937506
Tripura,Northeast,Dengue,2017,62658,299.26,20937506
Tripura,Northeast,HIV/AIDS,2017,21404,102.23,20937506
Tripura,Northeast,Measles,2017,987,4.71,20937506
Tripura,Northeast,Hepatitis B,2017,73964,353.26,20937506
Tripura,Northeast,Diarrhoeal Disease,2017,28435,135.81,20937506
Tripura,Northeast,Pneumonia,2017,42898,204.89,20937506
Tripura,Northeast,Tuberculosis,2018,70143,58.91,119077815
Tripura,Northeast,Malaria,2018,88114,74.0,119077815
Tripura,Northeast,Dengue,2018,84786,71.2,119077815
Tripura,Northeast,HIV/AIDS,2018,43754,36.74,119077815
Tripura,Northeast,Measles,2018,63345,53.2,119077815
Tripura,Northeast,Hepatitis B,2018,77563,65.14,119077815
Tripura,Northeast,Diarrhoeal Disease,2018,89864,75.47,119077815
Tripura,Northeast,Pneumonia,2018,29353,24.65,119077815
Tripura,Northeast,Tuberculosis,2019,32993,,97975481
Tripura,Northeast,Malaria,2019,28158,28.74,97975481
Tripura,Northeast,Dengue,2019,27680,28.25,97975481
Tripura,Northeast,HIV/AIDS,2019,55986,57.14,97975481
Tripura,Northeast,Measles,2019,27898,28.47,97975481
Tripura,Northeast,Hepatitis B,2019,41035,41.88,97975481
Tripura,Northeast,Diarrhoeal Disease,2019,17434,17.79,97975481
Tripura,Northeast,Pneumonia,2019,92892,94.81,97975481
Tripura,Northeast,Tuberculosis,2020,73215,102.41,71494543
Tripura,Northeast,Malaria,2020,29166,40.79,71494543
Tripura,Northeast,Dengue,2020,81097,113.43,71494543
Tripura,Northeast,HIV/AIDS,2020,25904,36.23,71494543
Tripura,Northeast,Measles,2020,61339,85.8,71494543
Tripura,Northeast,Hepatitis B,2020,9721,13.6,71494543
Tripura,Northeast,Diarrhoeal Disease,2020,613,0.86,71494543
Tripura,Northeast,Pneumonia,2020,79372,111.02,71494543
Tripura,Northeast,Tuberculosis,2021,10320,42.5,24282390
Tripura,Northeast,Malaria,2021,84831,349.35,24282390
Tripura,Northeast,Dengue,2021,40058,164.97,24282390
Tripura,Northeast,HIV/AIDS,2021,82946,341.59,24282390
Tripura,Northeast,Measles,2021,80240,330.45,24282390
Tripura,Northeast,Hepatitis B,2021,97541,401.69,24282390
Tripura,Northeast,Diarrhoeal Disease,2021,56110,231.07,24282390
Tripura,Northeast,Pneumonia,2021,29390,121.03,24282390
Tripura,Northeast,Tuberculosis,2022,55344,50.61,109363518
Tripura,Northeast,Malaria,2022,38186,34.92,109363518
Tripura,Northeast,Dengue,2022,21350,19.52,109363518
Tripura,Northeast,HIV/AIDS,2022,6172,5.64,109363518
Tripura,Northeast,Measles,2022,81362,74.4,109363518
Tripura,Northeast,Hepatitis B,2022,39756,36.35,109363518
Tripura,Northeast,Diarrhoeal Disease,2022,96807,88.52,109363518
Tripura,Northeast,Pneumonia,2022,20550,18.79,109363518
Tripura,Northeast,Tuberculosis,2023,58783,47.34,124171221
Tripura,Northeast,Malaria,2023,19488,15.69,124171221
Tripura,Northeast,Dengue,2023,2890,2.33,124171221
Tripura,Northeast,HIV/AIDS,2023,9000,7.25,124171221
Tripura,Northeast,Measles,2023,57248,46.1,124171221
Tripura,Northeast,Hepatitis B,2023,37790,30.43,124171221
Tripura,Northeast,Diarrhoeal Disease,2023,95541,76.94,124171221
Tripura,Northeast,Pneumonia,2023,38036,30.63,124171221
Tripura,Northeast,Tuberculosis,2024,29342,203.91,14389890
Tripura,Northeast,Malaria,2024,31396,218.18,14389890
Tripura,Northeast,Dengue,2024,90659,,14389890
Tripura,Northeast,HIV/AIDS,2024,24632,,14389890
Tripura,Northeast,Measles,2024,30113,209.26,14389890
Tripura,Northeast,Hepatitis B,2024,27476,190.94,14389890
Tripura,Northeast,Diarrhoeal Disease,2024,25170,174.91,14389890
Tripura,Northeast,Pneumonia,2024,70639,490.89,14389890
Uttar Pradesh,North,Tuberculosis,2015,94847,642.17,14769842
Uttar Pradesh,North,Malaria,2015,88018,595.93,14769842
Uttar Pradesh,North,Dengue,2015,94448,639.47,14769842
Uttar Pradesh,North,HIV/AIDS,2015,90161,610.44,14769842
Uttar Pradesh,North,Measles,2015,96600,654.04,14769842
Uttar Pradesh,North,Hepatitis B,2015,37591,254.51,14769842
Uttar Pradesh,North,Diarrhoeal Disease,2015,24015,162.59,14769842
Uttar Pradesh,North,Pneumonia,2015,36766,248.93,14769842
Uttar Pradesh,North,Tuberculosis,2016,94063,841.14,11182750
Uttar Pradesh,North,Malaria,2016,7499,67.06,11182750
Uttar Pradesh,North,Dengue,2016,53551,478.87,11182750
Uttar Pradesh,North,HIV/AIDS,2016,39607,354.18,11182750
Uttar Pradesh,North,Measles,2016,59569,532.69,11182750
Uttar Pradesh,North,Hepatitis B,2016,34050,304.49,11182750
Uttar Pradesh,North,Diarrhoeal Disease,2016,82956,741.82,11182750
Uttar Pradesh,North,Pneumonia,2016,13252,,11182750
Uttar Pradesh,North,Tuberculosis,2017,71832,118.23,60757617
Uttar Pradesh,North,Malaria,2017,96782,159.29,60757617
Uttar Pradesh,North,Dengue,2017,95220,156.72,60757617
Uttar Pradesh,North,HIV/AIDS,2017,61900,101.88,60757617
Uttar Pradesh,North,Measles,2017,58996,97.1,60757617
Uttar Pradesh,North,Hepatitis B,2017,83382,137.24,60757617
Uttar Pradesh,North,Diarrhoeal Disease,2017,43809,72.1,60757617
Uttar Pradesh,North,Pneumonia,2017,21196,,60757617
Uttar Pradesh,North,Tuberculosis,2018,93689,125.73,74516122
Uttar Pradesh,North,Malaria,2018,47139,63.26,74516122
Uttar Pradesh,North,Dengue,2018,1389,1.86,74516122
Uttar Pradesh,North,HIV/AIDS,2018,33544,45.02,74516122
Uttar Pradesh,North,Measles,2018,99811,133.95,74516122
Uttar Pradesh,North,Hepatitis B,2018,79362,106.5,74516122
Uttar Pradesh,North,Diarrhoeal Disease,2018,81302,109.11,74516122
Uttar Pradesh,North,Pneumonia,2018,32405,43.49,74516122
Uttar Pradesh,North,Tuberculosis,2019,51800,285.1,18169209
Uttar Pradesh,North,Malaria,2019,40787,224.48,18169209
Uttar Pradesh,North,Dengue,2019,35636,196.13,18169209
Uttar Pradesh,North,HIV/AIDS,2019,25879,,18169209
Uttar Pradesh,North,Measles,2019,83059,457.14,18169209
Uttar Pradesh,North,Hepatitis B,2019,34004,187.15,18169209
Uttar Pradesh,North,Diarrhoeal Disease,2019,23742,130.67,18169209
Uttar Pradesh,North,Pneumonia,2019,12565,69.16,18169209
Uttar Pradesh,North,Tuberculosis,2020,19142,33.95,56385100
Uttar Pradesh,North,Malaria,2020,14077,24.97,56385100
Uttar Pradesh,North,Dengue,2020,21473,38.08,56385100
Uttar Pradesh,North,HIV/AIDS,2020,44352,78.66,56385100
Uttar Pradesh,North,Measles,2020,41414,73.45,56385100
Uttar Pradesh,North,Hepatitis B,2020,4182,7.42,56385100
Uttar Pradesh,North,Diarrhoeal Disease,2020,95321,169.05,56385100
Uttar Pradesh,North,Pneumonia,2020,70158,124.43,56385100
Uttar Pradesh,North,Tuberculosis,2021,69302,69.0,100431369
Uttar Pradesh,North,Malaria,2021,29129,29.0,100431369
Uttar Pradesh,North,Dengue,2021,67246,66.96,100431369
Uttar Pradesh,North,HIV/AIDS,2021,91032,90.64,100431369
Uttar Pradesh,North,Measles,2021,51344,51.12,100431369
Uttar Pradesh,North,Hepatitis B,2021,31020,30.89,100431369
Uttar Pradesh,North,Diarrhoeal Disease,2021,29708,29.58,100431369
Uttar Pradesh,North,Pneumonia,2021,87073,86.7,100431369
Uttar Pradesh,North,Tuberculosis,2022,36554,82.26,44435817
Uttar Pradesh,North,Malaria,2022,5601,12.6,44435817
Uttar Pradesh,North,Dengue,2022,8156,18.35,44435817
Uttar Pradesh,North,HIV/AIDS,2022,98635,221.97,44435817
Uttar Pradesh,North,Measles,2022,57777,130.02,44435817
Uttar Pradesh,North,Hepatitis B,2022,7344,16.53,44435817
Uttar Pradesh,North,Diarrhoeal Disease,2022,15037,33.84,44435817
Uttar Pradesh,North,Pneumonia,2022,36335,81.77,44435817
Uttar Pradesh,North,Tuberculosis,2023,43111,38.15,113012920
Uttar Pradesh,North,Malaria,2023,77401,68.49,113012920
Uttar Pradesh,North,Dengue,2023,35512,31.42,113012920
Uttar Pradesh,North,HIV/AIDS,2023,18963,16.78,113012920
Uttar Pradesh,North,Measles,2023,97310,86.11,113012920
Uttar Pradesh,North,Hepatitis B,2023,12773,11.3,113012920
Uttar Pradesh,North,Diarrhoeal Disease,2023,25270,22.36,113012920
Uttar Pradesh,North,Pneumonia,2023,42268,37.4,113012920
Uttar Pradesh,North,Tuberculosis,2024,86365,250.64,34457481
Uttar Pradesh,North,Malaria,2024,37711,109.44,34457481
Uttar Pradesh,North,Dengue,2024,16979,49.28,34457481
Uttar Pradesh,North,HIV/AIDS,2024,98458,285.74,34457481
Uttar Pradesh,North,Measles,2024,1427,4.14,34457481
Uttar Pradesh,North,Hepatitis B,2024,41151,119.43,34457481
Uttar Pradesh,North,Diarrhoeal Disease,2024,20197,58.61,34457481
Uttar Pradesh,North,Pneumonia,2024,47331,137.36,34457481
Uttarakhand,North,Tuberculosis,2015,26908,28.19,95460712
Uttarakhand,North,Malaria,2015,56501,,95460712
Uttarakhand,North,Dengue,2015,27749,29.07,95460712
Uttarakhand,North,HIV/AIDS,2015,78367,82.09,95460712
Uttarakhand,North,Measles,2015,31725,33.23,95460712
Uttarakhand,North,Hepatitis B,2015,5830,6.11,95460712
Uttarakhand,North,Diarrhoeal Disease,2015,99362,104.09,95460712
Uttarakhand,North,Pneumonia,2015,32171,33.7,95460712
Uttarakhand,North,Tuberculosis,2016,96958,80.81,119979649
Uttarakhand,North,Malaria,2016,15925,,119979649
Uttarakhand,North,Dengue,2016,72687,60.58,119979649
Uttarakhand,North,HIV/AIDS,2016,31935,26.62,119979649
Uttarakhand,North,Measles,2016,15898,13.25,119979649
Uttarakhand,North,Hepatitis B,2016,50930,42.45,119979649
Uttarakhand,North,Diarrhoeal Disease,2016,20955,17.47,119979649
Uttarakhand,North,Pneumonia,2016,69455,57.89,119979649
Uttarakhand,North,Tuberculosis,2017,73837,113.12,65274663
Uttarakhand,North,Malaria,2017,43400,66.49,65274663
Uttarakhand,North,Dengue,2017,51087,78.26,65274663
Uttarakhand,North,HIV/AIDS,2017,85617,131.16,65274663
Uttarakhand,North,Measles,2017,9252,14.17,65274663
Uttarakhand,North,Hepatitis B,2017,51430,,65274663
Uttarakhand,North,Diarrhoeal Disease,2017,27933,42.79,65274663
Uttarakhand,North,Pneumonia,2017,76998,117.96,65274663
Uttarakhand,North,Tuberculosis,2018,7050,6.91,102021249
Uttarakhand,North,Malaria,2018,33681,33.01,102021249
Uttarakhand,North,Dengue,2018,23100,22.64,102021249
Uttarakhand,North,HIV/AIDS,2018,34645,33.96,102021249
Uttarakhand,North,Measles,2018,17609,17.26,102021249
Uttarakhand,North,Hepatitis B,2018,96516,94.6,102021249
Uttarakhand,North,Diarrhoeal Disease,2018,58721,57.56,102021249
Uttarakhand,North,Pneumonia,2018,52907,,102021249
Uttarakhand,North,Tuberculosis,2019,86540,89.72,96451267
Uttarakhand,North,Malaria,2019,78463,81.35,96451267
Uttarakhand,North,Dengue,2019,8464,8.78,96451267
Uttarakhand,North,HIV/AIDS,2019,86229,89.4,96451267
Uttarakhand,North,Measles,2019,62190,64.48,96451267
Uttarakhand,North,Hepatitis B,2019,36176,37.51,96451267
Uttarakhand,North,Diarrhoeal Disease,2019,71486,74.12,96451267
Uttarakhand,North,Pneumonia,2019,82184,85.21,96451267
Uttarakhand,North,Tuberculosis,2020,22588,55.88,40424865
Uttarakhand,North,Malaria,2020,81197,200.86,40424865
Uttarakhand,North,Dengue,2020,5318,13.16,40424865
Uttarakhand,North,HIV/AIDS,2020,77956,192.84,40424865
Uttarakhand,North,Measles,2020,2894,7.16,40424865
Uttarakhand,North,Hepatitis B,2020,26784,,40424865
Uttarakhand,North,Diarrhoeal Disease,2020,83634,206.89,40424865
Uttarakhand,North,Pneumonia,2020,12150,30.06,40424865
Uttarakhand,North,Tuberculosis,2021,3447,7.75,44456688
Uttarakhand,North,Malaria,2021,70245,158.01,44456688
Uttarakhand,North,Dengue,2021,53504,120.35,44456688
Uttarakhand,North,HIV/AIDS,2021,29522,66.41,44456688
Uttarakhand,North,Measles,2021,66774,150.2,44456688
Uttarakhand,North,Hepatitis B,2021,63217,142.2,44456688
Uttarakhand,North,Diarrhoeal Disease,2021,94854,213.36,44456688
Uttarakhand,North,Pneumonia,2021,3701,8.32,44456688
Uttarakhand,North,Tuberculosis,2022,91825,256.8,35757019
Uttarakhand,North,Malaria,2022,19332,54.06,35757019
Uttarakhand,North,Dengue,2022,41817,116.95,35757019
Uttarakhand,North,HIV/AIDS,2022,53951,150.88,35757019
Uttarakhand,North,Measles,2022,74820,209.25,35757019
Uttarakhand,North,Hepatitis B,2022,45087,126.09,35757019
Uttarakhand,North,Diarrhoeal Disease,2022,86793,242.73,35757019
Uttarakhand,North,Pneumonia,2022,84460,236.21,35757019
Uttarakhand,North,Tuberculosis,2023,49311,41.02,120205834
Uttarakhand,North,Malaria,2023,27337,22.74,120205834
Uttarakhand,North,Dengue,2023,54639,45.45,120205834
Uttarakhand,North,HIV/AIDS,2023,48790,40.59,120205834
Uttarakhand,North,Measles,2023,56511,47.01,120205834
Uttarakhand,North,Hepatitis B,2023,97314,80.96,120205834
Uttarakhand,North,Diarrhoeal Disease,2023,61413,51.09,120205834
Uttarakhand,North,Pneumonia,2023,86268,71.77,120205834
Uttarakhand,North,Tuberculosis,2024,2739,3.02,90742380
Uttarakhand,North,Malaria,2024,86554,95.38,90742380
Uttarakhand,North,Dengue,2024,18955,20.89,90742380
Uttarakhand,North,HIV/AIDS,2024,82758,91.2,90742380
Uttarakhand,North,Measles,2024,38424,42.34,90742380
Uttarakhand,North,Hepatitis B,2024,69665,76.77,90742380
Uttarakhand,North,Diarrhoeal Disease,2024,73646,81.16,90742380
Uttarakhand,North,Pneumonia,2024,75025,82.68,90742380
West Bengal,East,Tuberculosis,2015,83291,375.49,22181938
West Bengal,East,Malaria,2015,29386,132.48,22181938
West Bengal,East,Dengue,2015,58241,262.56,22181938
West Bengal,East,HIV/AIDS,2015,90995,410.22,22181938
West Bengal,East,Measles,2015,82022,369.77,22181938
West Bengal,East,Hepatitis B,2015,27360,123.34,22181938
West Bengal,East,Diarrhoeal Disease,2015,9536,42.99,22181938
West Bengal,East,Pneumonia,2015,42095,189.77,22181938
West Bengal,East,Tuberculosis,2016,69010,79.9,86366011
West Bengal,East,Malaria,2016,48135,55.73,86366011
West Bengal,East,Dengue,2016,78037,90.36,86366011
West Bengal,East,HIV/AIDS,2016,20883,24.18,86366011
West Bengal,East,Measles,2016,64438,74.61,86366011
West Bengal,East,Hepatitis B,2016,86368,100.0,86366011
West Bengal,East,Diarrhoeal Disease,2016,4773,5.53,86366011
West Bengal,East,Pneumonia,2016,44839,51.92,86366011
West Bengal,East,Tuberculosis,2017,43895,87.85,49968654
West Bengal,East,Malaria,2017,74460,,49968654
West Bengal,East,Dengue,2017,97526,195.17,49968654
West Bengal,East,HIV/AIDS,2017,49693,99.45,49968654
West Bengal,East,Measles,2017,82743,165.59,49968654
West Bengal,East,Hepatitis B,2017,66963,134.01,49968654
West Bengal,East,Diarrhoeal Disease,2017,83916,167.94,49968654
West Bengal,East,Pneumonia,2017,23793,47.62,49968654
West Bengal,East,Tuberculosis,2018,76440,70.49,108442755
West Bengal,East,Malaria,2018,95379,87.95,108442755
West Bengal,East,Dengue,2018,71392,65.83,108442755
West Bengal,East,HIV/AIDS,2018,3520,3.25,108442755
West Bengal,East,Measles,2018,849,0.78,108442755
West Bengal,East,Hepatitis B,2018,62114,57.28,108442755
West Bengal,East,Diarrhoeal Disease,2018,95299,87.88,108442755
West Bengal,East,Pneumonia,2018,15398,14.2,108442755
West Bengal,East,Tuberculosis,2019,49641,,112319777
West Bengal,East,Malaria,2019,84463,75.2,112319777
West Bengal,East,Dengue,2019,33921,30.2,112319777
West Bengal,East,HIV/AIDS,2019,64000,56.98,112319777
West Bengal,East,Measles,2019,89504,,112319777
West Bengal,East,Hepatitis B,2019,78246,69.66,112319777
West Bengal,East,Diarrhoeal Disease,2019,75304,67.04,112319777
West Bengal,East,Pneumonia,2019,48550,43.22,112319777
West Bengal,East,Tuberculosis,2020,49272,61.12,80610352
West Bengal,East,Malaria,2020,34195,42.42,80610352
West Bengal,East,Dengue,2020,37665,46.72,80610352
West Bengal,East,HIV/AIDS,2020,79225,98.28,80610352
West Bengal,East,Measles,2020,97549,121.01,80610352
West Bengal,East,Hepatitis B,2020,84456,104.77,80610352
West Bengal,East,Diarrhoeal Disease,2020,45016,55.84,80610352
West Bengal,East,Pneumonia,2020,1369,1.7,80610352
West Bengal,East,Tuberculosis,2021,48470,44.57,108752882
West Bengal,East,Malaria,2021,70369,64.71,108752882
West Bengal,East,Dengue,2021,12792,11.76,108752882
West Bengal,East,HIV/AIDS,2021,34195,31.44,108752882
West Bengal,East,Measles,2021,50974,46.87,108752882
West Bengal,East,Hepatitis B,2021,47121,43.33,108752882
West Bengal,East,Diarrhoeal Disease,2021,4269,3.93,108752882
West Bengal,East,Pneumonia,2021,91279,,108752882
West Bengal,East,Tuberculosis,2022,55703,150.52,37008036
West Bengal,East,Malaria,2022,84358,227.95,37008036
West Bengal,East,Dengue,2022,98252,265.49,37008036
West Bengal,East,HIV/AIDS,2022,95132,257.06,37008036
West Bengal,East,Measles,2022,37678,101.81,37008036
West Bengal,East,Hepatitis B,2022,16901,45.67,37008036
West Bengal,East,Diarrhoeal Disease,2022,92089,248.84,37008036
West Bengal,East,Pneumonia,2022,17890,48.34,37008036
West Bengal,East,Tuberculosis,2023,66662,65.6,101623042
West Bengal,East,Malaria,2023,7359,7.24,101623042
West Bengal,East,Dengue,2023,98923,97.34,101623042
West Bengal,East,HIV/AIDS,2023,70070,,101623042
West Bengal,East,Measles,2023,78181,76.93,101623042
West Bengal,East,Hepatitis B,2023,42543,41.86,101623042
West Bengal,East,Diarrhoeal Disease,2023,51739,50.91,101623042
West Bengal,East,Pneumonia,2023,92292,90.82,101623042
West Bengal,East,Tuberculosis,2024,62193,105.27,59081849
West Bengal,East,Malaria,2024,34779,58.87,59081849
West Bengal,East,Dengue,2024,32911,55.7,59081849
West Bengal,East,HIV/AIDS,2024,63937,108.22,59081849
West Bengal,East,Measles,2024,29994,50.77,59081849
West Bengal,East,Hepatitis B,2024,88062,149.05,59081849
West Bengal,East,Diarrhoeal Disease,2024,84726,143.4,59081849
West Bengal,East,Pneumonia,2024,39922,67.57,59081849
Andaman and Nicobar Islands,South,Tuberculosis,2015,13773,652.81,2109808
Andaman and Nicobar Islands,South,Malaria,2015,23359,1107.16,2109808
Andaman and Nicobar Islands,South,Dengue,2015,53054,2514.64,2109808
Andaman and Nicobar Islands,South,HIV/AIDS,2015,38194,1810.31,2109808
Andaman and Nicobar Islands,South,Measles,2015,80668,3823.48,2109808
Andaman and Nicobar Islands,South,Hepatitis B,2015,40774,1932.59,2109808
Andaman and Nicobar Islands,South,Diarrhoeal Disease,2015,1310,62.09,2109808
Andaman and Nicobar Islands,South,Pneumonia,2015,68534,3248.35,2109808
Andaman and Nicobar Islands,South,Tuberculosis,2016,27351,58.86,46466762
Andaman and Nicobar Islands,South,Malaria,2016,40401,,46466762
Andaman and Nicobar Islands,South,Dengue,2016,54226,116.7,46466762
Andaman and Nicobar Islands,South,HIV/AIDS,2016,2420,5.21,46466762
Andaman and Nicobar Islands,South,Measles,2016,77625,167.05,46466762
Andaman and Nicobar Islands,South,Hepatitis B,2016,5412,11.65,46466762
Andaman and Nicobar Islands,South,Diarrhoeal Disease,2016,3634,7.82,46466762
Andaman and Nicobar Islands,South,Pneumonia,2016,59065,127.11,46466762
Andaman and Nicobar Islands,South,Tuberculosis,2017,48137,56.8,84743392
Andaman and Nicobar Islands,South,Malaria,2017,60168,71.0,84743392
Andaman and Nicobar Islands,South,Dengue,2017,47165,55.66,84743392
Andaman and Nicobar Islands,South,HIV/AIDS,2017,93285,110.08,84743392
Andaman and Nicobar Islands,South,Measles,2017,66536,78.51,84743392
Andaman and Nicobar Islands,South,Hepatitis B,2017,67298,79.41,84743392
